internal_error_code,error_description,code_detail,failure_type,point_of_failure,next_best_action,failure_stage,recoverable
BAD_REQUEST_PAYMENT_INVALID_EMAIL,Payment failed because of invalid email,invalid_email,,Customer,,,
SERVER_ERROR_INVALID_ARGUMENT,The server encountered an error. The incident has been reported to admins.,invalid_request,,Razorpay,,,
SERVER_ERROR,The server encountered an error. The incident has been reported to admins.,,,Razorpay,,,
BAD_REQUEST_VALIDATION_FAILURE,Validation Failure,checksum_error,,Merchant,,,
BAD_REQUEST_PAYMENT_OTP_EXPIRED,Payment processing failed because of expired OTP,authorization_failure,,Customer,,,
SERVER_ERROR_AMOUNT_TAMPERED,The server encountered an error. The incident has been reported to admins.,amount_tampered,,Customer,,,
GATEWAY_ERROR_INTERNAL_SERVER_ERROR,Payment processing failed due to error at bank or wallet gateway,,,Gateway,,,
BAD_REQUEST_PAYMENT_INVALID_MOBILE,Payment failed because of invalid mobile number,invalid_mobile_number,,Customer,,,
GATEWAY_ERROR_CHECKSUM_MATCH_FAILED,Payment processing failed due to error at bank or wallet gateway,checksum_errror,,Merchant,,,
BAD_REQUEST_ERROR,Bad request,,,Merchant,,,
BAD_REQUEST_PAYMENT_BLOCKED_DUE_TO_FRAUD,Payment was blocked because of fraud,risk_decline,,Customer,,,
GATEWAY_ERROR_OUTSTANDING_LIMIT_BREACHED,Payment processing failed due to error at bank or wallet gateway,insufficient_funds,,Customer,,,
GATEWAY_ERROR_INVALID_PARAMETERS,Payment processing failed due to error at bank or wallet gateway,invalid_request,,Merchant,,,
GATEWAY_ERROR_INVALID_REQUEST_BODY,Payment processing failed due to error at bank or wallet gateway,invalid_request,,Merchant,,,
GATEWAY_ERROR_USER_MERCHANT_LIMIT_BREACHED,Payment processing failed due to error at bank or wallet gateway,limit_breach,,Merchant,,,
BAD_REQUEST_PAYMENT_WALLET_INSUFFICIENT_BALANCE,,insufficient_funds,,Customer,,,
BAD_REQUEST_USER_NOT_FOUND,User not found with the given input,invalid_user,,Customer,,,
GATEWAY_ERROR_PAYMENT_INVALID_AMOUNT,Payment processing failed due to error at bank or wallet gateway,invalid_amount,,Merchant,,,
BAD_REQUEST_PAYMENT_CARD_INSUFFICIENT_BALANCE,Payment processing failed due to insufficient balance,insufficient_funds,,Customer,,,
BAD_REQUEST_PAYMENT_POSSIBLE_FRAUD,Payment declined because it didn't pass all risk checks,risk_decline,,Customer,,,
GATEWAY_ERROR_AUTHORIZATION_FAILED,Payment processing failed due to error at bank or wallet gateway,authorization_failure,,Gateway,,,
SERVER_ERROR_HASH_MISMATCH,The server encountered an error. The incident has been reported to admins.,checksum_error,,Merchant,,,
BAD_REQUEST_VALIDATION_FAILURE,Failed checksum verification,checksum_error,,Merchant,,,
GATEWAY_ERROR_PAYMENT_DUPLICATE_REQUEST,Payment processing failed due to error at bank or wallet gateway,duplicate_request,,Merchant,,,
GATEWAY_ERROR_INVALID_RESPONSE,Gateway,invalid_response,Payment processing failed due to error at bank or wallet gateway,Technical,,I
GATEWAY_ERROR_INVALID_TRANSACTION_INAPPROPRIATE_CODE_BENEFICIARY,Customer,invalid_beneficiary,Payment processing failed due to error at bank or wallet gateway,Technical,,N
GATEWAY_ERROR_DEBIT_FAILED_AT_BANK,Bank,payment_failed,Payment processing failed due to error at bank or wallet gateway,Technical,,I
BAD_REQUEST_UPI_MPIN_NOT_SET,Customer,no_pin,Payment failed because UPI PIN is not set,Business,,D
GATEWAY_ERROR_VALIDATION_ERROR,Gateway,validation_failed,Payment failed due to validation failure at bank or wallet gateway,Technical,,D
GATEWAY_ERROR_REVERSAL_FAILURE,Gateway,reversal_failed,Payment processing failed due to error at bank or wallet gateway,Technical,,I
SERVER_ERROR_ASSERTION_ERROR,Gateway,server_error,The server encountered an error. The incident has been reported to admins.,Technical,,I
GATEWAY_ERROR_CREDIT_REVERSAL_TIMEOUT,Gateway,reversal_timeout,Credit reversal is timed out,Technical,,I
SERVER_ERROR_LOGICAL_ERROR,Gateway,server_error,The server encountered an error. The incident has been reported to admins.,Technical,,I
BAD_REQUEST_VALIDATION_FAILURE,Gateway,validation_failed,Validation Failure,Technical,,D
GATEWAY_ERROR_PAYMENT_FAILED,Gateway,payment_failed,Payment processing failed due to error at bank or wallet gateway,Technical,,I
SERVER_ERROR,Gateway,server_error,The server encountered an error. The incident has been reported to admins.,Technical,,I
GATEWAY_ERROR_ENCRYPTION_ERROR,Gateway,server_error,Payment processing failed due to error at bank or wallet gateway,Technical,,D
SERVER_ERROR_RUNTIME_ERROR,Gateway,server_error,The server encountered an error. The incident has been reported to admins.,Technical,,I
BAD_REQUEST_EXPIRED_VPA,Customer,invalid_vpa,Payment failed because VPA is marked as Expired,Business,,N
BAD_REQUEST_PAYMENT_POSSIBLE_FRAUD,Customer,risk_decline,Payment declined because it didn't pass all risk checks,Business,,N
BAD_REQUEST_PSP_DOESNT_EXIST,PSP,invalid_psp,Invalid VPA. Please enter a valid Virtual Payment Address,Technical,,N
GATEWAY_ERROR_PAYMENT_DUPLICATE_REQUEST,Customer,invalid_request,Payment processing failed due to error at bank or wallet gateway,Technical,,D
GATEWAY_ERROR_NO_ORIGINAL_DEBIT_CREDIT_REQUEST_FOUND,Customer,,Payment processing failed due to error at bank or wallet gateway,,,N
BAD_REQUEST_PSP_ERROR,PSP,psp_error,Payment failed at PSP,Technical,,D
GATEWAY_ERROR_BENEFICIARY_TRANSACTION_NOT_PERMITTED,Customer,transaction_not_permitted,Transaction not permitted to cardholder on beneficiary side,Business,,N
GATEWAY_ERROR_DO_NOT_HONOUR_REMITTER,Customer,bank_decline,Payment processing failed due to error at bank or wallet gateway,Business,,N
GATEWAY_ERROR_CONNECTION_TIMEOUT_IN_REQPAY_CREDIT,Gateway,request_timeout,Payment processing failed due to error at bank or wallet gateway,Technical,,I
GATEWAY_ERROR_INACTIVE_DORMANT_BENEFICIARY_ACCOUNT,Customer,invalid_beneficiary,Beneficiary account is inactive or dormant,Business,,N
BAD_REQUEST_INVALID_CARD_DETAILS,Customer,invalid_card,Invalid card details,Business,,N
BAD_REQUEST_ERROR,Customer,invalid_request,Bad request,Technical,,D
BAD_REQUEST_PAYMENT_UPI_MOBILE_NUMBER_MAPPED_TO_MULTIPLE_CUSTOMERS,Customer,invalid_user,Mobile number registered with multiple customers,Business,,D
BAD_REQUEST_PAYMENT_UPI_FUNCTION_NOT_SUPPORTED,Customer,upi_not_supported,The requested UPI function is not supported,Technical,,N
GATEWAY_ERROR_NPCI_RESPONSE_TIMEOUT,Gateway,response_timeout,Payment processing failed due to error at bank or wallet gateway,Technical,,I
GATEWAY_ERROR_VPA_RESOLUTION_FAILED,Gateway,invalid_vpa,Payment processing failed due to error at bank or wallet gateway,Technical,,D
GATEWAY_ERROR_PAYMENT_DECLINED_BY_BANK_DUE_TO_RISK_BENEFICARY,Bank,risk_decline,Suspected fraud or transaction is declined based on risk score by bank,Business,,N
BAD_REQUEST_P2P_REGISTRATION_CARD_EXPIRED,Customer,debit_card_expired,Card used while setting UPI PIN has expired. Please use another debit card to reset UPI PIN or use another bank account for payment,Business,,N
GATEWAY_ERROR_REMITTER_DUPLICATE_RRN_FOUND,Gateway,duplicate_transaction,Payment processing failed due to error at bank or wallet gateway,Technical,,D
GATEWAY_ERROR_INTERNAL_FORMAT_ERROR,Gateway,invalid_request,Payment processing failed due to error at bank or wallet gateway,Technical,,N
BAD_REQUEST_PAYMENT_UPI_MULTIPLE_ACCOUNTS_LINKED,Customer,multiple_account_linked,Payment failed since account linked with multiple names,Business,,N
BAD_REQUEST_PAYMENT_UPI_DEVICE_MISSING,Customer,invalid_device,UPI device must be present,Technical,,N
GATEWAY_ERROR_CARD_INVALID_AMOUNT,Customer,invalid_amount,Payment processing failed due to error at bank or wallet gateway,Business,,N
GATEWAY_ERROR_AUTHORIZATION_FAILED,Gateway,authorization_failed,Payment processing failed due to error at bank or wallet gateway,Technical,,I
GATEWAY_ERROR_SYSTEM_UNAVAILABLE,Gateway,system_unavailable,Payment processing failed due to error at bank or wallet gateway,Technical,,D
SERVER_ERROR_INVALID_ARGUMENT,Gateway,invalid_request,The server encountered an error. The incident has been reported to admins.,Technical,,N
BAD_REQUEST_ACCOUNT_CLOSED,Customer,invalid_beneficiary,Bank Account is closed.,Business,,N
BAD_REQUEST_PAYMENT_ACCOUNT_INSUFFICIENT_BALANCE,Customer,insufficient_funds,Account Balance is insufficient,Business,,N
GATEWAY_ERROR_BENEFICIARY_ACCOUNT_DOES_NOT_EXIST,Customer,invalid_beneficiary,Beneficiary account does not exist,Business,,N
GATEWAY_ERROR_BENEFICIARY_INTERNAL_EXCEPTION,Gateway,server_error,Payment processing failed due to error at bank or wallet gateway,Technical,,I
